Y,X
416,1496
1178,898
1150,1094
520,996
580,848
366,1206
1236,1452
478,922
1014,1000
918,1004
732,1124
1340,1230
1128,1464
1030,1648
1024,1636
1224,1044
990,1134
374,1106
1308,1222
612,1070
836,1636
736,1518
514,1444
956,1416
1210,948
648,1064
1174,1356
628,1612
568,1134
1160,1098
452,952
1094,840
1284,1362
866,1540
1040,958
578,1538
546,1664
762,780
558,1666
738,1174
1002,902
560,956
940,1722
1042,1406
954,1098
1098,1214
1056,1668
1146,882
430,1542
1218,954
1222,1376
986,1672
894,1438
732,1052
1018,1158
1244,1502
542,1420
452,1354
370,1128
932,1322
784,1614
840,1590
802,1162
1274,1200
416,1026
1018,964
1030,1162
686,1472
428,1116
1066,1082
558,1074
754,1574
540,1638
874,1342
1296,1060
376,1148
452,1542
384,1158
1150,1104
1006,1036
916,1692
652,1346
1058,1658
1192,1440
444,1294
1144,1560
862,1294
896,1726
1196,1094
804,1622
496,1322
1302,1146
984,1442
362,1356
364,1194
964,924
848,874
740,1148
976,1242
1022,1658
1278,1008
794,1534
1176,1146
1276,1258
1004,1610
426,1320
1336,1330
784,1456
662,1116
476,1580
1050,1174
800,1234
1334,1256
532,1654
388,1384
636,1242
1214,1328
926,1016
818,992
680,1012
638,890
1262,1408
774,790
816,960
896,1182
1254,1376
788,1120
944,1266
1342,1274
676,1450
422,1446
784,806
1176,972
616,1196
928,1228
822,1220
762,1102
380,1234
1184,1106
406,1118
1018,1624
1272,1322
562,1104
1086,1664
394,1270
482,1124
1276,1304
874,1254
1044,848
930,922
428,1142
1294,1130
1046,812
1244,1246
1114,1264
1068,876
576,1318
1190,1070
502,1098
974,1216
830,1348
798,1312
494,1306
1072,1184
730,1260
576,936
910,1048
1084,892
686,1168
634,1680
894,786
620,1272
820,1710
684,906
1286,1084
566,1544
996,1708
1138,1098
836,1084
582,1558
690,1428
1168,1496
866,1276
550,1132
1242,1322
1312,1080
904,1198
1110,866
528,1086
668,866
1038,1516
518,1018
986,1692
620,1040
602,1558
714,1704
860,1658
1240,1390
730,1194
1208,1308
422,1208
852,958
526,1148
1090,1368
582,1174
1236,1294
844,1456
1236,1208
846,1368
988,1290
1124,1502
876,842
872,1130
916,828
388,1306
572,1220
1066,1144
464,1308
416,1234
998,1460
690,1072
1084,1498
594,1338
482,934
1310,1206
994,976
732,1332
1184,1172
1322,1240
1030,1264
698,952
486,1546
838,906
1028,930
708,1008
586,1604
1168,1088
930,958
1098,1510
1068,992
1120,1200
1220,1522
764,1218
898,1116
1030,1544
600,1050
496,1170
892,1634
564,1632
698,1484
1260,1490
1282,1210
826,1534
1108,1548
616,834
466,1450
960,1308
470,1136
720,812
468,978
1266,1392
938,1416
980,1508
1022,1354
1140,1042
986,1304
486,1112
1034,1626
766,1488
624,1008
828,1192
936,1578
1154,1012
986,842
608,1638
596,1096
1046,902
1160,1574
1064,902
1132,982
720,1138
590,1370
478,1190
660,1678
772,872
1046,1306
884,1068
1144,1534
486,1256
576,888
1172,1074
680,1348
444,1018
416,1360
772,1004
1144,1080
502,1588
386,1180
992,1404
466,1108
1016,1338
1236,1132
958,1170
1172,1564
1088,1626
726,1088
1038,1426
910,1384
1008,1262
1150,1402
550,1348
822,982
1034,1034
660,854
784,1510
986,1116
472,1276
886,920
506,1570
850,932
592,1252
520,1576
790,924
834,1144
1248,1442
858,1720
742,1494
682,1140
672,1478
1114,1576
858,1382
820,1388
474,1040
1078,1534
542,914
752,864
474,1444
1158,1596
770,1730
1062,1236
1330,1304
1164,944
674,930
814,1468
600,1628
1314,1104
636,1062
446,1080
632,1652
656,1700
1190,904
760,1246
854,976
886,1616
486,1566
640,1664
628,996
742,1240
