Y,X
382,1008
1150,1134
958,1316
794,1746
372,1228
1108,1502
1026,1346
620,1272
1288,1306
766,890
1294,1236
366,1122
996,1570
1028,1682
942,1400
798,1166
548,882
1040,1570
492,1262
664,1690
500,1476
986,1204
1168,1086
1128,1308
968,1672
1068,1112
844,1736
738,1136
866,1606
1252,1282
646,980
636,1272
1010,1624
368,1204
456,928
572,1468
920,1534
572,1580
884,1452
958,1338
932,1690
620,1616
852,1568
848,1700
914,1298
522,1260
896,1626
340,1184
1032,1510
412,1466
1118,1096
942,1220
1228,1124
336,1296
554,980
1012,1026
796,1592
648,1244
720,876
826,1340
1136,988
1120,1428
524,1456
614,1488
846,1184
656,1434
