Y,X
320,1348
334,1422
526,902
552,976
1168,1632
690,982
772,1460
310,1300
314,1268
334,1494
320,1322
352,1526
328,1396
570,890
924,964
968,1560
512,1008
684,942
1186,1072
654,1098
506,1094
958,1144
316,1242
310,1366
746,1024
752,1468
900,1010
494,1024
696,1622
1004,884
866,968
1156,1000
838,984
348,1450
664,990
914,1628
858,1592
624,1018
956,996
776,1246
772,1296
490,1120
472,1054
552,1138
670,1006
1286,1284
486,1194
1044,958
848,1022
1100,946
652,1114
534,1238
444,1318
370,1554
700,1024
796,1272
786,1372
1066,964
670,890
1246,1140
820,904
554,1188
612,1772
620,1596
350,1258
1036,1012
432,1192
824,1252
500,1682
