Y,X
602,1296
1044,1192
556,806
416,1384
942,794
966,640
400,1166
550,700
1266,1290
1140,1008
1122,716
830,946
1334,1126
996,726
538,1336
1026,1476
1158,1028
1136,1194
466,1428
1290,1108
458,1262
910,748
476,1150
426,1182
454,1426
1308,1236
932,690
826,1334
862,822
974,632
1282,898
936,638
360,966
884,1590
1110,896
498,1312
716,1308
470,790
412,1258
780,1318
992,776
892,1294
938,678
1138,768
728,1082
706,782
1042,1008
1328,1188
808,1080
796,1362
606,1310
1120,1122
1190,842
440,1302
426,856
1008,1234
1064,916
1332,1216
400,1228
742,1040
1334,1060
1176,1092
478,932
810,852
1042,1218
1116,824
828,1068
870,1194
1158,1416
756,1528
844,802
696,978
1110,1200
854,1482
900,1566
892,884
712,1160
1102,758
1246,968
990,1238
866,810
1068,1498
638,1066
820,1256
916,1152
832,696
956,1284
750,938
700,1186
944,712
764,1022
1184,1074
1076,1358
1096,820
540,796
1284,1068
878,1272
856,924
