Y,X
456,1206
1408,1034
946,894
848,1394
1034,1646
550,1394
890,1030
640,806
1410,1306
1368,1356
1090,1056
622,1464
580,840
1276,946
1418,1084
688,792
458,1184
1152,798
1266,1002
1174,850
1322,1498
924,1634
440,1096
570,1428
1046,1028
594,1142
1208,992
696,892
1240,910
972,734
1216,898
1058,1262
1338,876
696,992
1038,1312
1302,1110
854,1170
728,1566
1228,1422
718,788
958,1212
898,1308
970,1118
1182,844
804,1562
586,1442
1304,918
970,1596
502,1018
1086,850
1338,1142
720,766
696,1060
558,1344
1138,1164
1224,1404
1334,888
1138,762
490,960
1404,1300
700,880
646,822
806,1450
958,1624
1048,1172
1380,1294
1342,1434
1144,1106
546,1462
700,1604
622,1316
1158,1016
1338,1362
1352,1028
1430,1090
1140,998
872,1402
802,1262
666,882
604,1386
610,1094
1418,1106
1062,1122
632,1370
958,1370
730,1232
1258,1366
966,1176
942,758
536,1458
1338,1070
862,990
860,1406
682,814
526,1040
532,1130
444,1200
628,842
776,1262
596,1206
984,970
1262,1522
480,972
896,1452
1054,1140
1052,952
966,1364
472,1164
808,1460
838,938
520,1140
740,908
1076,1054
552,1140
622,1336
1290,1352
1344,892
562,1038
508,1442
1016,1092
1128,1002
464,1042
726,1122
1156,914
1098,1602
568,1072
900,1030
978,1658
512,1102
608,798
1290,1062
664,1110
482,1142
1186,1346
1202,856
454,1176
510,1262
586,1500
812,1348
1232,794
760,966
538,920
1112,724
790,1020
816,1200
954,1332
854,1628
690,1024
1414,1052
1106,1348
600,1106
1016,1248
994,1130
450,1082
446,1238
676,1468
826,1358
804,1642
1278,1412
1016,972
932,1622
572,850
974,1244
1296,1536
888,1180
616,1366
1134,1068
1114,800
876,910
968,1052
746,1582
872,1010
1034,1422
892,1222
1206,1094
510,966
616,1434
1012,1132
1156,1272
1026,1532
782,750
730,822
460,1238
512,1034
1350,904
788,1162
934,1144
984,690
932,1176
1346,922
950,720
1274,922
1240,804
1402,1148
802,1514
934,912
1254,842
880,1582
534,1236
1422,1156
978,1342
710,1480
824,1002
616,1122
926,712
582,1384
1300,1512
738,888
736,762
1096,1150
1312,896
484,1196
628,902
1038,1258
1294,824
740,1092
574,1500
1062,1340
832,854
1020,854
1190,1516
946,1070
880,1306
534,1374
720,1354
744,818
1192,960
1440,1136
1240,1092
962,906
504,1078
1210,1176
1350,1088
828,1512
850,1246
1074,930
1164,1180
762,932
784,1358
1082,1560
896,1648
440,1146
758,1254
902,814
1088,1360
608,874
1032,756
614,1134
826,898
554,1318
1242,824
1296,1096
1136,1438
718,1610
1078,1242
1122,732
882,1462
1030,1106
1118,1246
1044,766
582,1234
524,1154
586,962
1308,1420
1336,1028
1122,1584
682,1180
1176,1046
1064,1062
900,1410
556,940
938,956
1300,1134
1234,1544
1416,1206
764,800
550,1158
960,1466
872,1218
942,1492
622,1034
1248,1202
736,864
490,1034
854,1232
1064,1028
614,1080
1096,858
1310,1500
994,840
1262,830
536,1160
1098,1408
1304,1388
698,854
872,1322
860,1646
1154,1366
474,1028
616,1258
870,996
986,916
832,1186
1246,1446
986,1304
1124,904
1320,1186
1082,1484
846,1152
1232,964
662,812
1322,1284
1372,1014
960,1226
1006,736
1032,1286
1162,970
810,1628
1314,1024
492,990
968,924
1200,898
896,1468
674,850
1172,864
872,1658
1152,1028
1156,994
1064,706
852,1428
768,1378
1152,1330
1242,974
854,1124
850,1476
868,758
1044,960
806,1428
838,764
1126,1350
814,1180
1388,1096
636,1146
1016,1004
1252,1430
698,928
1164,1116
816,1098
606,1534
1080,1612
1272,1476
1332,1156
552,978
1374,1278
616,1456
1326,1454
944,700
1058,1160
836,1126
1172,1522
636,1518
1132,806
1146,1520
1284,1002
894,1568
1272,866
1182,1206
904,1530
996,1250
1132,1042
1366,1080
706,1526
666,1494
690,1154
1364,1316
1274,934
546,1412
1090,1256
1146,750
1186,922
1344,1242
534,1146
1232,1360
1024,1362
840,1374
988,886
502,1250
470,1308
464,1156
1278,1512
694,1232
990,1638
890,1298
444,1132
990,1142
1370,1222
1378,1266
838,964
508,1324
790,1408
1176,1598
1104,1384
860,858
642,986
862,1570
1358,1172
574,1332
1146,952
570,976
732,1502
1338,1010
1190,768
1000,1210
488,1396
748,1176
1008,1312
1050,1576
616,1196
834,1504
824,1262
798,996
904,940
628,916
1246,1358
568,878
748,1018
1072,1522
1018,952
680,1232
1242,1402
