Y,X
620,1714
1022,1748
482,1706
968,1374
448,1510
1250,1080
770,1818
582,1564
1050,1566
374,1454
1006,1642
410,1058
1124,1666
776,1322
600,1736
376,1400
578,1598
664,1720
916,1778
872,1182
1098,1662
364,1526
1160,1568
592,1414
1198,1180
890,1662
752,1708
702,1360
890,1322
1206,1680
404,1610
568,972
1056,1724
742,874
1146,1248
1122,1634
1236,1584
614,1778
368,1510
604,1576
742,1660
480,1438
988,1768
816,930
538,1026
718,1754
732,1714
960,1812
1192,1144
1108,1600
628,1702
602,912
1040,1528
770,860
622,1256
838,1628
772,920
976,1530
912,1352
724,1660
510,1614
850,1656
1200,1352
728,1732
438,1024
380,1432
854,1498
672,1772
502,1562
566,1218
824,1544
332,1304
984,1360
896,880
1014,1718
630,1112
778,1710
1144,1694
824,1068
918,1370
702,1624
932,1240
616,1316
1004,1756
1290,1202
770,1588
574,1740
960,1244
1054,1694
938,1820
1104,1272
930,1456
1086,1172
522,1584
1158,1428
794,1514
1208,1198
812,1674
556,1666
1032,1594
576,1042
712,1334
628,1748
1196,1598
1126,1654
544,1712
1230,1320
800,1208
724,1810
1150,1280
808,1052
692,1660
690,1294
486,1364
784,1486
606,956
884,976
986,1046
1070,1058
794,1650
658,1302
702,1268
848,1580
688,1572
1084,1302
664,944
694,912
938,1656
1058,920
1038,1328
1128,1292
1032,946
674,1734
598,978
1180,1522
894,1748
562,1578
1000,1346
1296,1216
1040,1408
828,1708
524,1682
472,1110
904,1048
968,1506
1166,1674
1230,1108
1016,1132
780,1420
1160,1018
1054,1316
930,1416
1116,1416
558,1548
412,1264
1242,1090
1232,1618
392,1568
788,1622
1170,1290
1260,1104
532,968
516,1320
370,1372
632,896
1142,1192
1058,1496
1088,1210
1234,1448
820,1568
574,1354
644,908
1114,1170
1038,1250
840,1002
582,1204
564,982
424,1576
1138,1612
922,1232
902,1424
762,1806
730,1182
962,910
1258,1356
872,916
850,1764
1326,1276
424,1376
1014,1764
1152,1474
648,1512
1206,1328
890,1362
764,1770
340,1214
766,1176
754,1562
358,1542
492,1332
988,1102
468,1486
1068,1752
920,1026
754,1338
996,1268
1252,1542
1212,1434
1046,1348
426,1276
1054,1288
906,1688
626,1626
1156,1374
804,1714
878,944
758,1694
1152,1648
1194,1652
892,1722
1016,1160
502,1064
774,1516
670,1454
644,1342
864,1006
1174,1154
668,1584
1296,1316
402,1438
460,1498
1012,1564
544,994
714,1472
962,876
946,1606
884,1574
404,1142
1134,1702
1114,1352
490,1238
1048,1674
830,860
730,1112
862,1260
1216,1060
362,1438
1308,1240
1242,1194
666,928
1008,930
1254,1312
1254,1244
620,1350
1116,1050
938,1038
754,1510
630,1586
464,1286
974,1636
648,1166
1170,994
946,1026
472,1154
1080,1568
998,1182
1168,1656
886,1400
918,952
586,1394
1178,1458
940,1316
1010,1440
1162,1214
460,1310
438,1382
794,1288
838,1486
406,1416
702,1168
512,988
540,1496
834,1340
574,1462
1328,1306
920,1420
954,976
1064,1640
1080,1356
1092,1318
1280,1384
860,1636
788,1144
588,1316
1184,1686
1056,1148
1010,1372
630,1270
822,1618
1140,1314
936,1500
1052,1632
474,1428
588,1174
792,1328
750,1088
880,1170
758,896
1022,1020
758,1676
1152,1262
1206,1170
832,1734
1130,1724
542,964
736,1620
828,1438
1192,1092
810,1662
1182,1240
622,1668
832,1118
1210,1486
920,1248
1072,1664
592,1000
1000,1482
526,1152
824,952
1316,1308
1078,1044
742,888
816,866
882,1000
696,1252
766,1624
896,1148
894,1544
720,1238
842,1744
778,1580
1018,1732
1284,1456
