Y,X
1448,1282
930,748
1300,902
1440,1310
1418,1234
1294,1368
1028,1394
568,1214
950,1480
816,1026
1362,1498
524,1328
1188,1650
1314,1342
1054,816
1340,1178
1012,1310
472,1260
1116,844
1320,1558
728,1526
484,1314
1020,878
1154,776
956,1172
1014,830
1338,1408
1272,1310
1322,1204
1442,1374
944,760
942,1090
1146,990
916,1386
548,1220
484,1366
510,1444
814,1130
604,1350
658,824
1000,1032
558,1364
480,1202
840,1028
1066,1692
1282,1212
1164,1218
1428,1030
1458,1262
476,1098
862,1074
1056,1318
1340,1116
1092,1408
572,1302
908,982
592,1432
956,782
1292,1468
1428,1384
1176,872
684,1556
534,1462
1024,1320
576,1512
908,1298
1454,1226
498,1374
1340,1538
1176,954
1056,950
796,1192
1032,1428
928,1072
972,1392
1172,882
772,1624
882,752
1250,1182
1304,912
1078,762
1358,998
588,926
996,1424
582,900
990,1598
982,1034
1018,1114
1212,1608
938,1264
806,880
808,1050
838,1292
1446,1268
506,1056
904,1572
1104,984
738,1432
958,770
892,836
1126,1226
906,1470
624,922
1094,1108
750,1018
666,888
978,1184
1254,1282
1378,1488
1108,1264
740,1056
1020,1190
490,1082
898,750
1102,1414
1140,754
1334,980
1220,1218
870,1094
1312,1074
1218,1072
1320,1232
954,860
970,1130
670,1448
1394,970
938,1108
846,804
494,1398
1286,1346
1222,812
830,784
1236,1544
844,1152
1372,1150
1350,1096
1094,1448
938,1346
958,1578
952,1204
886,1222
1222,1290
1260,1104
1044,1200
746,1414
474,1158
1142,1164
1116,1654
674,1544
1058,778
1030,880
1004,1284
1454,1304
542,1296
742,1622
930,1384
822,1362
1288,1220
966,1212
616,980
890,808
1086,1562
668,1424
1062,860
1118,774
658,1320
938,970
556,970
668,832
1078,958
650,866
1450,1188
798,778
1250,1114
1252,874
1146,1252
1026,1664
1138,1630
500,1104
1026,1204
1446,1242
764,1472
908,998
1328,1322
1310,1572
930,1116
788,1204
758,798
718,1178
562,1386
666,944
676,1484
1114,1550
1092,1384
722,910
786,1100
1270,1158
1338,1328
868,950
1002,892
1172,852
1114,1330
1324,1430
842,876
1224,1034
724,956
1016,1138
1040,1346
898,1322
928,930
1318,1374
688,988
548,1418
902,1242
990,1470
850,1368
828,934
1004,1412
1050,1660
1330,1194
898,1376
1148,1080
1080,1676
810,1000
478,1296
1324,1038
1368,1010
1430,1326
502,1352
1014,1074
1064,742
616,872
1076,1186
970,1094
960,1350
618,1132
812,1496
924,1316
902,782
492,1260
720,1586
1308,996
1410,1170
1312,1300
946,920
980,1524
992,1368
1328,1268
552,1122
1302,1378
750,786
1090,1196
1426,1176
1070,1458
654,1350
1204,1314
1120,1296
1338,1304
600,894
504,1076
1278,1294
1288,1390
850,1462
1208,906
758,996
704,1552
704,1428
1042,976
732,1252
1146,1044
554,1030
580,1528
822,1334
974,1418
1030,744
476,1250
508,1176
668,1372
1276,988
732,1386
496,1332
626,1322
1408,1232
1008,780
1172,1016
812,770
1412,1012
988,888
844,1588
708,1570
1120,1254
1166,1078
1318,1064
1086,820
1320,1354
872,1494
1360,912
1388,1356
676,1278
626,1196
1100,1162
866,1320
836,1192
616,1084
842,792
1144,1344
908,1264
1136,1060
1150,1130
994,1650
1190,1224
630,1388
1086,1518
816,876
998,748
1370,994
560,1044
1320,1146
1056,1206
544,1268
1448,1154
1044,1674
926,1218
1144,1230
1050,924
1184,1270
1198,1406
1370,1186
1032,764
724,1614
1150,868
1202,992
502,1042
948,1382
866,910
1424,1346
1122,1166
758,1272
1216,978
600,1338
1308,1134
1118,1212
766,1316
1014,1442
500,1306
662,1408
1208,808
1382,996
722,1332
1190,1260
980,1586
636,1040
1050,1626
1040,914
920,1650
1048,992
1102,1244
1040,806
546,1352
1006,1460
1308,1164
812,1638
536,1360
1148,840
1038,1230
1086,1538
842,770
1426,1194
1332,1290
834,890
1170,1272
694,1072
1134,846
530,1432
1252,896
1252,1388
478,1324
906,816
642,1398
830,1142
1222,1250
1238,1196
534,1014
552,1460
1286,1442
536,1136
914,780
914,1050
672,1230
664,1258
1072,1546
1328,1116
692,1006
1040,1440
984,782
946,1702
868,1572
834,1234
842,1280
772,1418
778,1274
772,1124
842,1180
1184,980
756,1428
868,1388
956,1672
1344,952
1012,1226
868,1436
1342,1034
836,1256
678,1056
1288,908
516,1316
960,1542
1070,984
548,1108
736,1214
1164,1114
1304,1266
766,824
992,1290
1256,1312
742,1466
912,1694
948,1432
582,1118
1274,1502
828,1578
1022,1018
1066,1442
1244,1464
1046,1430
912,1284
1060,1130
1148,950
996,1676
844,1522
864,1538
1442,1298
1360,1062
934,1696
1402,1256
1260,1056
1398,1108
1024,1038
1016,1094
1034,1290
746,1534
728,1024
710,1060
1438,1212
1256,1142
854,1646
990,1268
702,1268
1368,1408
1132,1570
680,1586
982,928
1426,1300
1426,1246
1022,808
1190,942
726,830
792,1270
1386,1032
982,1620
1290,1252
1120,1272
874,884
1078,1384
1188,1132
574,1380
744,1560
632,1544
646,996
518,1102
1272,1146
1184,1212
1158,1536
780,1032
1308,1520
1184,1094
1396,952
1104,1214
796,1218
944,746
614,1012
700,1108
960,874
1008,1270
686,942
736,1580
1168,826
810,892
1232,1576
572,1178
786,1526
1258,1480
920,822
786,1376
648,1080
556,1096
566,1336
992,1174
740,1340
850,1664
710,1236
1036,1410
1014,1254
1116,1432
692,1536
1258,1542
1152,1616
1042,1496
918,740
1082,1336
898,934
944,1568
596,1496
620,1056
886,944
782,1560
1346,1128
1330,1554
1160,1468
770,1552
