Y,X
842,1038
492,1524
524,1570
1284,936
1044,1310
1090,1276
534,1572
896,1220
776,1556
542,1408
650,1258
786,1394
984,812
1370,1250
984,1000
690,1664
526,1418
994,764
1242,1338
902,1294
440,1036
988,980
1012,940
700,904
448,998
1012,872
862,924
1028,902
948,1352
958,984
1202,880
578,1450
1316,1114
1236,1284
752,1224
1024,1368
1068,1114
1062,1624
946,1008
426,1206
952,1670
440,1130
752,1024
1088,1088
626,958
1344,1236
1136,1444
854,1022
1062,960
736,960
770,1434
694,1524
960,1546
1038,858
440,1382
1184,1088
1000,1510
740,1588
1104,1358
656,898
