Y,X
328,1216
1320,1300
740,1134
346,1144
1294,1380
410,1024
1018,1704
504,1608
596,820
1010,1684
1154,1320
414,1336
920,1746
814,1740
900,1492
566,1006
1024,846
654,876
786,850
1074,1396
512,894
1090,1178
402,1036
1226,1256
1306,1286
866,1498
622,1296
1016,1476
946,1498
458,944
652,1538
1316,1360
750,1370
448,1578
378,1246
488,1346
682,836
656,1396
798,1068
748,986
932,1280
772,914
718,876
448,1480
1162,1078
800,1570
846,1536
712,1534
554,1216
726,1108
408,1012
688,1548
568,868
932,1242
448,1410
802,888
1052,1356
432,1176
872,1432
358,1196
708,1024
1098,1442
918,970
724,1626
696,1706
504,1170
444,1110
666,1054
474,1624
1088,1332
1238,1192
1028,1536
588,1388
562,1636
648,1098
718,1522
392,1086
944,1138
826,1044
368,1276
768,866
740,820
624,880
612,1676
668,876
708,1080
742,972
1072,1492
840,1612
544,940
1152,1364
470,1314
924,1102
1056,870
844,854
490,1166
850,952
976,1032
1140,1240
612,1072
748,1428
584,1478
600,1252
