choline_c7_2,77
choline_c6_1,600
choline_a7_1,46
choline_c7_1,87
choline_a6_2,244
choline_c6_2,587
choline_b7_2,91
choline_a6_1,278
choline_b7_1,98
choline_a7_2,42
choline_b6_2,690
choline_b6_1,712
