Y,X
972,1532
1236,1220
1260,1394
1038,1600
278,1324
542,1212
534,1662
972,1028
1238,1322
1230,1454
384,1120
502,1420
1096,896
830,892
806,790
1144,1248
686,1744
658,870
874,1332
328,1188
898,1250
1148,1226
338,1462
816,1454
316,1450
740,1386
792,1198
734,900
710,1458
1138,1500
852,1748
886,926
682,962
430,1532
572,1708
812,1188
832,1206
632,956
448,1638
820,996
984,1370
1202,1352
488,1314
678,1644
652,1212
1130,1446
766,1028
940,1494
876,1050
298,1138
604,816
966,1080
862,1456
748,798
1100,1212
436,1556
1202,1512
1112,1162
1162,1574
900,1172
490,1246
876,874
892,964
1092,1180
726,1200
964,1486
680,1134
844,922
356,1188
704,1408
876,1270
780,1728
566,1596
578,1082
1034,856
702,876
816,1160
792,1130
294,1364
592,1436
840,1702
1034,1226
760,1290
508,1064
750,920
926,1150
796,1652
764,978
1104,1364
358,1128
426,1158
604,1242
858,904
494,1548
1144,1436
412,1330
400,1124
1114,1084
732,1664
1018,1464
1152,1058
810,876
1148,1000
340,1358
998,1184
650,1444
730,974
284,1312
1104,1278
910,1594
748,1700
478,1088
976,1240
688,1112
840,1248
992,976
788,1072
614,1654
556,990
444,982
