Y,X
834,1636
888,1670
358,1110
704,958
338,1132
868,1638
376,1516
472,920
536,1672
888,1604
710,786
1174,1316
1172,1240
1134,1662
844,1008
1032,1716
954,994
1034,1406
958,898
724,1476
1280,1176
460,1558
496,896
876,1072
692,838
540,1330
736,924
774,1342
576,1056
1280,1492
1128,1628
668,1724
1218,1588
496,1052
1090,1116
1176,1048
860,1114
582,1688
914,926
458,1462
1104,1314
566,1214
712,1668
688,1664
1286,1354
768,1728
1080,856
1114,892
520,952
1208,1406
562,1164
1022,1520
696,1574
478,958
1314,1428
926,1448
1254,1340
508,942
612,1364
946,862
858,1652
572,1288
1186,1624
932,1620
1244,1216
974,1238
682,1688
1162,992
910,1728
1026,1696
1188,1104
1302,1118
906,1662
808,1276
1156,1334
650,1520
834,1720
548,1616
1094,862
888,1182
962,1288
952,810
882,1384
1304,1132
1062,1322
620,954
616,1620
368,1408
446,1188
590,1012
912,1418
664,1070
1092,1068
1068,1200
1126,1218
1078,1052
386,1508
1108,1104
1232,1374
1086,892
1108,922
844,1508
732,1506
1040,1382
1136,900
944,928
878,1266
1246,986
488,1606
886,1412
784,1016
910,990
1148,1550
916,884
1060,958
394,1522
824,1056
854,1138
682,1724
1150,1434
1186,1348
1172,1352
492,1070
984,1634
1166,1326
918,1368
980,1704
878,1594
616,832
686,814
864,1754
972,1540
1238,1276
696,1706
520,1470
838,1696
684,1558
674,1204
1044,1166
438,1536
1094,1656
844,1590
1022,1420
870,1716
794,1684
698,1090
1106,1344
1142,1622
790,1426
1048,1196
1116,1156
690,1164
546,1492
958,1450
1000,1020
980,892
1014,1196
1106,1044
938,950
806,1722
804,1666
428,1556
1210,1230
1240,1238
906,786
652,1020
968,1430
644,1230
552,992
1028,1538
918,1454
980,1450
618,1692
946,880
924,984
816,928
646,1612
598,830
1184,1020
868,1478
572,1138
890,1476
910,1648
1046,1582
796,1620
1116,1456
394,1060
846,1038
798,1000
990,1152
1252,1086
1070,1524
592,1256
1066,1586
1152,1504
648,1192
514,1508
726,1728
896,1568
558,1456
596,908
708,1368
