Y,X
746,914
820,832
620,1762
492,952
632,1478
1260,1118
470,1448
1140,1694
868,1390
394,1056
1064,926
1114,914
470,1476
398,1092
546,1294
368,1180
752,1594
432,1444
548,1640
418,1452
612,1480
1104,1578
950,1062
452,1436
732,1792
960,1452
624,1360
554,1224
916,992
804,918
680,966
1004,1028
486,1020
1082,898
492,1442
1202,1018
968,892
894,936
960,1360
832,858
468,1024
532,1558
922,1446
1240,1210
514,1456
990,1702
850,1398
564,1020
470,992
504,1220
698,1652
568,1270
1182,1406
928,1204
1116,1246
846,846
1092,912
644,1348
752,846
506,1690
1164,1176
376,1464
1228,1162
1272,1106
1106,1498
1206,1118
940,1762
814,1620
878,1436
840,1132
748,1450
1050,1190
980,882
642,1120
868,904
678,1506
1000,1232
876,1154
1072,902
720,856
610,992
1032,1120
1034,1722
1156,1694
570,1076
720,1742
600,1312
1002,1282
918,1024
490,1468
950,1314
504,1002
1256,1176
602,1188
1176,1526
1246,1152
788,1272
880,834
834,1640
1016,1228
768,1580
1014,1424
898,1392
774,1350
678,1338
1216,1160
628,1420
1042,1280
1186,1136
686,1104
756,1668
1104,1366
724,1288
510,1472
814,952
502,1114
842,912
626,1492
532,1440
566,1544
996,1022
640,1740
908,1314
1198,1644
554,1360
1150,1096
632,1394
456,1046
630,1310
722,1260
1280,1158
494,1362
762,1324
584,1246
466,1126
966,998
734,1136
1118,1080
770,1684
536,1218
644,1224
1250,1550
376,1244
1280,1352
720,1228
996,1496
856,1588
1270,1128
750,1082
844,1424
1290,1382
394,1140
362,1172
956,1786
814,1392
492,1694
736,1486
482,1566
382,1420
1242,1476
1124,1498
924,1150
378,1156
516,1438
964,1228
800,1496
966,1206
1118,1014
950,1088
968,1484
474,1586
806,830
676,1696
1244,1524
1180,1012
540,972
716,1638
812,1250
1236,1256
818,1290
562,1498
488,1596
572,1580
338,1252
612,1252
1074,1054
1264,1504
768,1610
654,1568
516,1042
692,1362
970,1142
1118,1130
664,1464
516,1084
786,1440
1262,1286
1070,1736
914,1182
912,1542
1032,1060
712,1318
556,1516
642,1278
698,1686
1066,1716
626,1130
1108,1694
840,1754
708,1088
416,1548
702,1172
470,1636
604,942
864,1418
816,1358
576,1698
1262,1468
810,1134
544,1426
808,1412
1212,1508
1144,1166
822,1452
788,1318
792,1674
430,1422
1202,1482
546,1176
1126,962
606,1574
332,1364
1162,1500
354,1158
946,1198
896,1364
688,1040
672,1080
1256,1420
828,1484
784,1080
756,1436
368,1292
958,1756
636,1646
670,1484
702,1264
1170,1110
832,1260
1140,1542
498,1258
756,1512
1120,1232
988,1294
1066,1260
1092,1084
1082,1688
1036,1044
646,1478
1052,1044
886,1218
666,1664
462,1390
870,1092
756,1256
760,1490
1114,1062
638,1628
708,928
914,1696
1104,1074
650,1632
1196,1304
934,1532
648,1672
704,1672
1020,1570
962,1608
924,1722
628,1346
400,1480
504,1458
1104,982
520,1026
692,1088
958,1684
416,1430
904,838
964,1058
404,1398
940,1792
712,978
856,1634
1076,1592
