Y,X
994,766
842,1250
704,798
1010,1502
1008,1376
756,1712
566,858
1206,852
1048,1394
814,1072
1004,1320
1296,950
458,1474
576,1548
932,1680
748,948
966,1060
974,930
952,1386
962,1460
1096,1420
892,1284
1082,1684
730,1044
1144,1498
1188,1092
540,1436
894,1600
870,1370
1208,1560
986,1262
862,1296
1218,1076
794,1064
396,1374
630,820
878,1346
908,808
532,892
1214,1600
444,1070
986,1586
862,1198
506,902
1218,1188
820,932
1218,1166
1160,1304
1174,992
992,1320
968,852
410,1120
964,1246
1106,1210
454,1194
674,1666
1216,866
610,1118
784,780
642,1670
1160,1018
676,1640
948,816
992,1478
1168,1134
660,1488
1084,942
804,1614
834,1322
998,890
718,1616
924,1288
892,1402
700,880
808,1334
944,1652
982,1632
1270,1306
1134,1150
1098,1322
1036,1402
990,1016
1258,1486
722,956
1274,926
912,1578
696,972
914,926
1108,1390
764,958
882,832
488,1038
540,1404
828,1130
866,1718
450,1010
1192,1082
990,1368
522,972
998,1084
888,1374
790,890
1126,1472
868,918
580,860
1186,1180
912,1500
858,838
1336,1218
886,1666
604,1248
652,1494
978,766
932,838
1158,1278
1272,946
1330,1206
746,1102
984,968
978,1328
400,1360
484,1086
1148,944
894,1244
1352,1400
514,1074
1048,1650
1218,1586
988,1154
590,848
678,966
1070,1392
1096,1618
466,1070
1320,1006
892,966
936,1328
540,1476
412,1324
1168,1078
1264,1068
818,1446
1284,1524
1108,1244
914,1360
556,1520
722,780
1084,1526
588,1290
1074,1130
870,1270
658,1398
1036,1378
1350,1266
690,842
1044,932
1348,1316
1190,1244
1226,918
960,1348
820,788
456,998
876,1326
1084,1176
912,1304
942,762
442,1136
1082,1250
1238,1346
564,1076
1306,1080
1120,1268
494,1102
582,1578
1000,1414
1190,884
920,764
1150,1204
656,872
956,1280
1204,1302
710,1190
802,932
780,1278
980,1252
1088,1650
418,1366
756,856
736,808
1128,844
976,1098
394,1172
884,940
854,1274
754,1390
468,1222
488,1518
1054,1300
694,1158
1048,1086
560,1390
756,1122
902,1438
896,1446
602,1142
666,1460
674,1294
858,788
746,1700
544,1190
836,1666
860,1224
518,1500
1310,1212
1060,808
756,914
796,968
690,1494
1086,1358
1322,1288
990,1498
478,1292
622,1040
1356,1250
1030,778
690,998
882,1210
940,1698
1350,1288
486,1224
616,1598
524,1140
508,1466
968,1488
816,872
790,1674
530,1312
574,1020
448,1300
1300,1110
1026,880
1324,1146
1082,1156
658,1564
508,1276
704,964
1142,1128
1168,1358
738,1624
1342,1050
860,1400
800,1660
744,792
1204,974
1168,876
1008,1578
1138,884
1040,1524
828,1156
984,922
994,1598
918,1644
496,1318
736,1366
1182,1138
1306,1314
564,1228
1060,1440
514,1248
524,1090
1302,1372
938,804
650,1186
1106,1348
640,850
1008,1686
442,1316
1054,1274
810,1600
452,1234
956,1214
702,1442
1024,986
1164,932
686,1478
1008,918
820,1370
416,1208
1308,1460
1160,1186
1308,1034
1070,922
1294,1074
622,1152
854,986
472,1168
1284,1168
1060,828
776,946
656,1236
436,1256
542,994
714,1590
424,1160
652,1150
530,912
910,778
700,1024
452,1428
484,996
846,972
1364,1304
1314,1052
888,1564
568,938
912,1680
894,798
652,1300
996,1540
968,1434
1036,830
874,1284
1154,1264
1046,1636
634,1172
700,1344
956,1538
1130,874
568,984
644,880
1332,1172
780,1002
592,882
868,1480
682,1576
814,1508
508,1106
976,1648
932,1498
1074,1604
428,1048
816,1350
454,1336
672,1318
812,1690
920,1536
726,1068
1266,1242
1094,1308
1318,1188
1282,1456
1178,962
774,886
1008,1052
774,1694
718,1390
594,1122
732,1416
744,1320
1138,824
1112,1618
722,996
1344,1168
930,1460
732,982
730,834
1192,1492
522,1210
596,1532
998,1352
752,1242
892,1490
540,1042
874,1618
1204,1124
778,804
1128,1250
694,956
626,1066
638,1062
666,804
886,1454
1186,1552
816,1652
1068,1090
544,1176
466,1140
926,924
786,1518
1022,812
978,1498
1220,1552
896,1200
1070,1588
760,1512
802,768
698,944
840,1598
