Y,X
1024,776
490,1556
672,1578
460,1376
626,826
1074,1680
418,1272
640,940
646,836
462,1432
1146,1164
1322,1130
1110,964
636,826
1274,1000
768,1366
476,1354
488,1216
1060,1654
1244,1276
1222,1200
710,1610
490,1496
632,1344
1020,1246
490,1300
888,916
368,1268
442,1108
1200,884
752,772
1276,1252
372,1196
520,1064
940,1410
626,1246
848,1460
854,1078
528,1250
932,1364
780,770
1164,1260
854,1666
570,1608
952,1026
668,1680
628,842
1210,886
906,1424
566,1164
470,934
1250,1124
826,1118
446,1148
458,1012
984,1040
596,1136
1042,1446
1256,1394
1284,1376
1358,1276
1142,1270
758,870
1210,1456
1106,1000
952,1414
898,1370
748,1320
1032,1278
854,1494
472,1300
1106,812
1296,1470
1186,1296
808,1090
808,780
1166,1494
1014,1648
528,982
420,1338
620,1000
1004,1288
1050,1442
1060,1200
596,1576
934,1644
656,858
1172,1206
538,998
1172,866
468,1112
1362,1302
836,1346
788,756
604,976
556,1310
1204,980
662,970
732,1422
1166,1354
1182,1210
1006,1206
430,1260
790,1090
390,1090
472,952
796,788
946,1070
894,1292
992,844
592,1116
1296,1228
676,844
878,1554
430,1020
648,1272
1332,1364
546,1612
844,884
612,1592
1176,1592
990,1166
1190,1084
798,890
440,1208
404,1052
628,1270
940,952
894,968
940,1304
1214,992
892,1098
1274,1188
1080,1316
1292,1388
1160,1398
1058,1376
410,1222
1076,930
1132,836
1120,1290
474,1170
990,1290
456,1406
830,1280
944,836
930,1168
1072,908
548,1256
464,1420
1092,1320
434,1160
1186,1158
626,816
1028,1304
766,1400
704,1604
1030,1246
1182,1506
580,1470
578,1408
548,1158
738,788
764,1436
876,1102
582,834
548,1394
636,838
542,920
776,1092
974,1120
682,1524
894,1392
980,1522
888,1262
568,1112
942,804
460,1156
508,912
788,964
940,1664
924,1070
1232,1196
598,1260
844,1250
1016,854
740,922
1320,1296
390,1202
1136,856
1318,1442
836,1078
918,972
1280,1388
1078,812
924,1722
466,1480
980,1052
762,1514
744,1080
746,1174
976,1366
654,974
526,1556
608,1296
1240,1390
1252,1544
816,1530
1300,1430
416,1126
628,942
442,1460
958,1132
1134,1364
992,1178
1058,1684
728,1144
1348,1090
960,1158
476,1290
762,804
616,1288
1194,920
1206,1220
1260,1198
990,1686
744,1330
1260,1268
1030,988
428,1174
944,1058
1092,1260
846,1692
866,1090
1012,916
622,1408
1020,1186
1272,1476
1056,1406
968,776
452,1084
390,1380
1192,1114
1062,1102
1038,844
1242,1302
692,848
1196,986
856,1520
774,776
934,1154
1122,914
1346,1232
792,1672
632,986
714,810
1112,1070
1234,956
972,1246
1346,1354
732,972
736,1280
516,1456
980,1542
446,1448
444,1504
1272,1120
1148,1622
474,1342
1020,1626
684,1288
1268,1138
786,1650
426,1068
944,1114
678,1570
548,990
702,1550
1216,1466
1134,1092
1182,1466
650,1480
820,1246
966,1048
678,1542
540,968
1162,1452
1016,1024
1306,1144
810,1220
584,968
912,1084
1278,1162
550,1554
956,1044
892,1600
1010,830
684,1024
1040,1054
1096,1098
644,1104
1086,1286
906,1188
1016,1392
660,1466
1352,1302
472,1464
690,1350
640,1516
850,1098
