Y,X
624,1758
1178,1568
642,1666
998,1718
460,1666
408,1548
624,1610
1130,1666
664,1862
922,1392
1008,1716
820,1594
1092,1652
494,1284
1260,1336
404,1624
608,1716
868,1336
1000,1570
478,1690
620,1784
478,1720
1008,1762
800,1790
672,1590
772,1562
646,1616
384,1630
852,1808
656,1786
340,1458
892,1326
1098,1362
1284,1348
558,996
492,1002
942,1414
448,1756
838,1844
724,1396
1118,1660
354,1400
372,1612
770,1792
766,1708
574,1306
1176,1700
496,1254
366,1636
1042,1712
734,1340
416,1372
968,1792
464,1750
940,1688
942,1720
488,1764
728,1828
440,1312
1288,1424
1024,1538
552,1410
1092,1740
868,1410
348,1360
1142,1560
404,1268
800,1724
904,934
528,1784
464,1286
750,1048
712,1220
424,1092
806,1454
1224,1154
960,1386
502,1616
1076,1272
540,994
1140,1416
384,1480
1244,1260
742,1626
704,986
538,1528
