Y,X
656,1326
1066,1644
368,1066
782,892
582,970
532,1256
632,912
1020,1080
996,1068
1092,1018
1066,1728
750,1436
1072,1666
918,1428
456,1012
980,1692
554,908
1044,1016
908,1314
772,934
728,940
876,896
1068,1580
1066,1232
1064,1300
408,1056
558,1016
396,1024
958,1010
484,1036
1030,1508
488,1002
924,1120
1142,1078
928,904
1140,1314
858,870
1218,1526
912,916
432,1352
584,914
588,1394
430,1038
1224,1462
806,922
1064,1536
704,886
1066,1618
682,1024
1188,1108
1186,1592
516,1762
1098,1332
796,878
850,1362
1130,1660
264,1454
1054,1396
904,1390
838,1610
1092,1458
394,1062
1168,1620
1168,1226
1190,1136
1080,1562
916,1514
828,1722
1012,1656
776,1220
996,1136
472,968
802,1726
896,1020
884,926
1024,1176
580,1370
1046,1148
612,878
1182,1148
1200,1124
1150,1132
584,1032
768,1038
870,1140
936,990
1116,1512
770,1054
704,954
1078,1350
746,1456
1174,1180
456,1058
856,1292
754,1148
556,1208
1180,1506
308,1576
524,1058
704,1512
968,972
968,1456
624,1132
852,978
748,1058
466,1440
488,1276
690,970
260,1348
858,1232
676,1660
676,1064
548,1732
454,1400
832,1530
