loss,val_loss,learning rate
1.574255108833313,2.3859238624572754,0.0003
1.1283234357833862,2.1496999263763428,0.0003
1.072388768196106,2.036095142364502,0.0003
1.0290684700012207,1.8678385019302368,0.0003
0.9755599498748779,1.8035888671875,0.0003
0.9675366282463074,1.7915489673614502,0.0003
0.8833457827568054,1.5789759159088135,0.0003
0.7939529418945312,1.4288182258605957,0.0003
0.6945875287055969,1.2166223526000977,0.0003
0.6204283833503723,1.2182385921478271,0.0003
0.6151679158210754,0.8474360108375549,0.0003
0.6605085730552673,0.9653140306472778,0.0003
0.5831406116485596,1.0254359245300293,0.0003
0.5867988467216492,0.9043448567390442,0.0003
0.5588594675064087,0.7238588929176331,0.0003
0.549044132232666,0.73836350440979,0.0003
0.5280799269676208,0.8391275405883789,0.0003
0.5341001749038696,0.7537134885787964,0.0003
0.5254955887794495,0.6630906462669373,0.0003
0.5178844928741455,0.6279385089874268,0.0003
0.46329253911972046,0.6293176412582397,0.0003
0.49701154232025146,0.7032994627952576,0.0003
0.5004018545150757,0.6955350041389465,0.0003
0.5049033164978027,0.659139096736908,0.0003
0.48934608697891235,0.8625160455703735,0.0003
0.5089922547340393,0.799361526966095,0.0003
0.46399638056755066,0.560492753982544,0.0003
0.45285066962242126,0.5922067761421204,0.0003
0.46214258670806885,0.6523738503456116,0.0003
0.42813146114349365,0.5231024026870728,0.0003
0.42741695046424866,0.5956743359565735,0.0003
0.43485209345817566,0.5553142428398132,0.0003
0.4542537033557892,0.5198794007301331,0.0003
0.4302493631839752,0.7748377919197083,0.0003
0.4592697322368622,0.5611792802810669,0.0003
0.3961847722530365,0.5816047191619873,0.0003
0.39161211252212524,0.4972200393676758,0.0003
0.3936513066291809,0.5777206420898438,0.0003
0.3971121907234192,0.5332573056221008,0.0003
0.38010334968566895,0.5427162647247314,0.0003
0.4149115979671478,0.6220319867134094,0.0003
0.3948493003845215,0.6215099096298218,0.0003
0.37446099519729614,0.44476330280303955,0.0003
0.37870848178863525,0.4913538694381714,0.0003
0.37067893147468567,0.6048167943954468,0.0003
0.402286559343338,0.5443551540374756,0.0003
0.37561631202697754,0.4640003442764282,0.0003
0.3726317584514618,0.5004342794418335,0.0003
0.37257659435272217,0.8807668685913086,0.0003
0.38085225224494934,0.5046704411506653,0.0003
0.3724799156188965,0.4440242350101471,0.0003
0.3581344187259674,0.5199771523475647,0.0003
0.3483765423297882,0.7676123976707458,0.0003
0.33569490909576416,0.5513975024223328,0.0003
0.3263060748577118,0.4796028137207031,0.0003
0.31067413091659546,0.37985309958457947,0.0003
0.33334895968437195,0.41061681509017944,0.0003
0.3239673972129822,0.4470340311527252,0.0003
0.314990758895874,0.4031008183956146,0.0003
0.3051411807537079,0.526842474937439,0.0003
0.3273731768131256,0.4646184742450714,0.0003
0.31260231137275696,0.32439038157463074,0.0003
0.302604615688324,0.4154298007488251,0.0003
0.30168142914772034,0.5372241735458374,0.0003
0.3138529062271118,0.8511289358139038,0.0003
0.3193122148513794,0.7033855319023132,0.0003
0.3242596983909607,0.7275456786155701,0.0003
0.31371209025382996,0.7678669691085815,0.0003
0.29598861932754517,0.5069300532341003,0.0003
0.2930055260658264,0.4554692208766937,0.0003
0.29921576380729675,0.5008323192596436,0.0003
0.2912784218788147,0.6770444512367249,0.0003
0.2874140441417694,0.47248154878616333,0.0003
0.275080144405365,0.39464133977890015,0.0003
0.31300055980682373,0.4655260443687439,0.0003
0.278483510017395,0.5613694787025452,0.0003
0.28594961762428284,0.49258625507354736,0.0003
0.26713770627975464,0.5104044675827026,0.0003
0.2628418803215027,0.4462200999259949,0.0003
0.27217385172843933,0.42509761452674866,0.0003
0.2683790922164917,0.5206483006477356,0.0003
0.26635754108428955,0.47487273812294006,0.0003
0.2603687047958374,0.4324987828731537,0.0003
0.26198381185531616,0.37521058320999146,0.0003
0.26335233449935913,0.4079728126525879,0.0003
0.26189106702804565,0.45495906472206116,0.0003
0.25474342703819275,0.48332226276397705,0.0003
0.27195173501968384,0.41711363196372986,0.0003
0.2770937979221344,0.45899638533592224,0.0003
0.2616625130176544,0.5363937616348267,0.0003
0.27045953273773193,0.4508971571922302,0.0003
0.25953301787376404,0.5317412614822388,0.0003
0.26457858085632324,0.3988316059112549,0.0003
0.26193439960479736,0.5649511814117432,0.0003
0.2538783550262451,0.6598418354988098,0.0003
0.259156733751297,0.5951315760612488,0.0003
0.2366693764925003,0.43468648195266724,0.0003
0.23793156445026398,0.5032471418380737,0.0003
0.23184913396835327,0.5171507000923157,0.0003
0.2193935662508011,0.45002689957618713,0.0003
