image,Prediction v. GT Intersection over Union,false positive,true positive,false negative,precision,recall,accuracy,f1 score,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
choline_d7_2.tif,0.6490996925779534,6,48,9,0.8888888888888888,0.8421052631578947,0.7619047619047619,0.8648648648648649,57,54,0.6268606002631515,0.7443969628124925,0.6438027786486421
choline_d6_1.tif,0.786952496954933,8,370,35,0.9788359788359788,0.9135802469135802,0.8958837772397095,0.9450830140485313,405,378,0.7240326128590717,0.7925221843457407,0.7489992546817984
choline_d7_1.tif,0.7920049968769519,7,31,6,0.8157894736842105,0.8378378378378378,0.7045454545454546,0.8266666666666667,37,38,0.6524915797925002,0.7787802726555647,0.6437916920619335
choline_d6_2.tif,0.8025487337329229,10,348,51,0.9720670391061452,0.8721804511278195,0.8508557457212714,0.9194187582562747,399,358,0.695032639842324,0.7968908715433543,0.7326764155801513
