20220630_betaine+1h_6,374
20220630_k2+1h_6,401
20220630_k2+1h_7,61
20220630_sucrose2m+1h_6,436
20220630_water+0h_6,414
20220630_sucrose2m+0h_6,334
20220630_choline+1h_6,349
20220630_sucrose2m+0h_7,58
20220630_sucrose2m+1h_7,53
20220630_choline+1h_7,44
20220630_water+0h_7,58
20220630_betaine+1h_7,61
